danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,song_popularity
0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,audio_features,7K7MUBCnzgBAvMVW2RTWNs,spotify:track:7K7MUBCnzgBAvMVW2RTWNs,https://api.spotify.com/v1/tracks/7K7MUBCnzgBAvMVW2RTWNs,https://api.spotify.com/v1/audio-analysis/7K7MUBCnzgBAvMVW2RTWNs,163216,4,Body (feat. brando),0
0.6,0.759,1,-8.179,0,0.0319,0.0842,0.000272,0.369,0.528,135.929,audio_features,5Ypzuth3LKAVgMljAoNfP4,spotify:track:5Ypzuth3LKAVgMljAoNfP4,https://api.spotify.com/v1/tracks/5Ypzuth3LKAVgMljAoNfP4,https://api.spotify.com/v1/audio-analysis/5Ypzuth3LKAVgMljAoNfP4,250466,4,Baila Conmigo,35
0.709,0.49,4,-6.935,1,0.0526,0.0689,0.0,0.114,0.566,96.985,audio_features,3KF7itkrBxHgqJfyc506Al,spotify:track:3KF7itkrBxHgqJfyc506Al,https://api.spotify.com/v1/tracks/3KF7itkrBxHgqJfyc506Al,https://api.spotify.com/v1/audio-analysis/3KF7itkrBxHgqJfyc506Al,230667,4,99 Red Balloons,0
0.66,0.629,5,-12.359,1,0.0387,0.432,7.3e-05,0.172,0.324,111.926,audio_features,2v7ywbUzCgcVohHaKUcacV,spotify:track:2v7ywbUzCgcVohHaKUcacV,https://api.spotify.com/v1/tracks/2v7ywbUzCgcVohHaKUcacV,https://api.spotify.com/v1/audio-analysis/2v7ywbUzCgcVohHaKUcacV,340867,4,Like a Prayer,68
0.706,0.663,6,-8.89,1,0.0353,0.394,0.00014,0.424,0.785,120.515,audio_features,2Vy9DAqlCJknMhz1tKCS6Z,spotify:track:2Vy9DAqlCJknMhz1tKCS6Z,https://api.spotify.com/v1/tracks/2Vy9DAqlCJknMhz1tKCS6Z,https://api.spotify.com/v1/audio-analysis/2Vy9DAqlCJknMhz1tKCS6Z,232813,4,Girls Just Wanna Have Fun,0
0.704,0.667,2,-5.981,0,0.0283,0.0298,0.00351,0.303,0.733,119.424,audio_features,2TjNlK2tNBxF8C8RIaK9Gb,spotify:track:2TjNlK2tNBxF8C8RIaK9Gb,https://api.spotify.com/v1/tracks/2TjNlK2tNBxF8C8RIaK9Gb,https://api.spotify.com/v1/audio-analysis/2TjNlK2tNBxF8C8RIaK9Gb,289160,4,Gimme! Gimme! Gimme! (A Man After Midnight),2
0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,audio_features,1dzQoRqT5ucxXVaAhTcT0J,spotify:track:1dzQoRqT5ucxXVaAhTcT0J,https://api.spotify.com/v1/tracks/1dzQoRqT5ucxXVaAhTcT0J,https://api.spotify.com/v1/audio-analysis/1dzQoRqT5ucxXVaAhTcT0J,241933,4,Just Dance,83
0.684,0.963,8,-2.397,1,0.0459,0.092,6.27e-05,0.352,0.781,101.078,audio_features,6MPn82FDfOB2frXG2T4lR3,spotify:track:6MPn82FDfOB2frXG2T4lR3,https://api.spotify.com/v1/tracks/6MPn82FDfOB2frXG2T4lR3,https://api.spotify.com/v1/audio-analysis/6MPn82FDfOB2frXG2T4lR3,196667,4,(You Drive Me) Crazy - The Stop Remix!,55
0.571,0.87,8,-3.877,0,0.0644,0.0198,6.57e-06,0.0564,0.811,172.716,audio_features,2yiZyjMEByt9sJBZWnWaDR,spotify:track:2yiZyjMEByt9sJBZWnWaDR,https://api.spotify.com/v1/tracks/2yiZyjMEByt9sJBZWnWaDR,https://api.spotify.com/v1/audio-analysis/2yiZyjMEByt9sJBZWnWaDR,199640,4,Bye Bye Bye,50
0.801,0.645,1,-6.93,1,0.0356,0.0457,0.0,0.0357,0.824,110.01,audio_features,39GVxN9q7OqFSCO8LtcaDf,spotify:track:39GVxN9q7OqFSCO8LtcaDf,https://api.spotify.com/v1/tracks/39GVxN9q7OqFSCO8LtcaDf,https://api.spotify.com/v1/audio-analysis/39GVxN9q7OqFSCO8LtcaDf,215480,4,Superstar,0
0.668,0.867,10,-2.942,1,0.0515,0.565,0.0,0.0873,0.702,125.017,audio_features,45kRzv2NGpdVO6BJGNMfmT,spotify:track:45kRzv2NGpdVO6BJGNMfmT,https://api.spotify.com/v1/tracks/45kRzv2NGpdVO6BJGNMfmT,https://api.spotify.com/v1/audio-analysis/45kRzv2NGpdVO6BJGNMfmT,233733,4,Man! I Feel Like A Woman! - Alternate Version,0
0.785,0.48,1,-14.905,1,0.0558,0.00453,5.02e-06,0.049,0.896,111.482,audio_features,3wyM8rkowHQQrnTa32DsUJ,spotify:track:3wyM8rkowHQQrnTa32DsUJ,https://api.spotify.com/v1/tracks/3wyM8rkowHQQrnTa32DsUJ,https://api.spotify.com/v1/audio-analysis/3wyM8rkowHQQrnTa32DsUJ,250760,4,You Got It (The Right Stuff),40
0.561,0.981,1,-4.823,1,0.043,0.0193,0.237,0.0219,0.658,120.187,audio_features,4bxjp8tlllWSGa6u95eIIU,spotify:track:4bxjp8tlllWSGa6u95eIIU,https://api.spotify.com/v1/tracks/4bxjp8tlllWSGa6u95eIIU,https://api.spotify.com/v1/audio-analysis/4bxjp8tlllWSGa6u95eIIU,232253,4,Better the Devil You Know,0
0.65,0.941,9,-7.117,1,0.0384,0.0353,0.0,0.289,0.931,122.645,audio_features,19Odbe1TnYqr1mWiWdLHcJ,spotify:track:19Odbe1TnYqr1mWiWdLHcJ,https://api.spotify.com/v1/tracks/19Odbe1TnYqr1mWiWdLHcJ,https://api.spotify.com/v1/audio-analysis/19Odbe1TnYqr1mWiWdLHcJ,251773,4,Relight My Fire (feat. Lulu),0
0.721,0.971,0,-4.167,1,0.0596,0.207,0.000214,0.354,0.629,123.814,audio_features,3IEvXTMG9YpNnTriAfCK8E,spotify:track:3IEvXTMG9YpNnTriAfCK8E,https://api.spotify.com/v1/tracks/3IEvXTMG9YpNnTriAfCK8E,https://api.spotify.com/v1/audio-analysis/3IEvXTMG9YpNnTriAfCK8E,231637,4,I Want You Back,0
0.728,0.974,8,-8.134,1,0.0408,0.0936,1.54e-05,0.0855,0.923,113.325,audio_features,6JEK0CvvjDjjMUBFoXShNZ,spotify:track:6JEK0CvvjDjjMUBFoXShNZ,https://api.spotify.com/v1/tracks/6JEK0CvvjDjjMUBFoXShNZ,https://api.spotify.com/v1/audio-analysis/6JEK0CvvjDjjMUBFoXShNZ,213453,4,Never Gonna Give You Up,0
0.693,0.969,0,-5.093,1,0.0407,0.624,0.00425,0.356,0.876,120.04,audio_features,1T1WtUy7iy96qN1k5KDTDz,spotify:track:1T1WtUy7iy96qN1k5KDTDz,https://api.spotify.com/v1/tracks/1T1WtUy7iy96qN1k5KDTDz,https://api.spotify.com/v1/audio-analysis/1T1WtUy7iy96qN1k5KDTDz,222680,4,Toy Boy,35
0.586,0.651,0,-10.16,1,0.048,0.144,0.0,0.489,0.901,81.397,audio_features,6ZEAXknmx2mrO3KgcDNpFI,spotify:track:6ZEAXknmx2mrO3KgcDNpFI,https://api.spotify.com/v1/tracks/6ZEAXknmx2mrO3KgcDNpFI,https://api.spotify.com/v1/audio-analysis/6ZEAXknmx2mrO3KgcDNpFI,223067,4,Wake Me Up Before You Go-Go,57
0.716,0.828,11,-13.065,1,0.104,0.0117,2.1e-06,0.301,0.771,103.155,audio_features,1gb5sUe1CuRBuT8twq8uhw,spotify:track:1gb5sUe1CuRBuT8twq8uhw,https://api.spotify.com/v1/tracks/1gb5sUe1CuRBuT8twq8uhw,https://api.spotify.com/v1/audio-analysis/1gb5sUe1CuRBuT8twq8uhw,192813,4,Walk Like an Egyptian,49
0.581,0.483,11,-13.518,1,0.0502,0.0978,0.000214,0.141,0.811,103.176,audio_features,3PUrao7xB9jYq31eKVjrV6,spotify:track:3PUrao7xB9jYq31eKVjrV6,https://api.spotify.com/v1/tracks/3PUrao7xB9jYq31eKVjrV6,https://api.spotify.com/v1/audio-analysis/3PUrao7xB9jYq31eKVjrV6,163960,4,9 to 5,43
0.705,0.898,5,-6.371,0,0.0702,0.207,0.00118,0.702,0.657,136.282,audio_features,5TgD3Wh5ZUZnUU4tmVvJbx,spotify:track:5TgD3Wh5ZUZnUU4tmVvJbx,https://api.spotify.com/v1/tracks/5TgD3Wh5ZUZnUU4tmVvJbx,https://api.spotify.com/v1/audio-analysis/5TgD3Wh5ZUZnUU4tmVvJbx,212000,4,It's Raining Men,65
0.918,0.616,0,-12.414,1,0.0564,0.256,0.0309,0.144,0.893,117.502,audio_features,3HbDHG6oHKjc6mc9JREW7T,spotify:track:3HbDHG6oHKjc6mc9JREW7T,https://api.spotify.com/v1/tracks/3HbDHG6oHKjc6mc9JREW7T,https://api.spotify.com/v1/audio-analysis/3HbDHG6oHKjc6mc9JREW7T,255613,4,Dr. Beat,46
0.588,0.195,9,-15.777,0,0.067,0.278,0.0,0.476,0.611,138.836,audio_features,7BvzwNtc32hFglzfwIZALi,spotify:track:7BvzwNtc32hFglzfwIZALi,https://api.spotify.com/v1/tracks/7BvzwNtc32hFglzfwIZALi,https://api.spotify.com/v1/audio-analysis/7BvzwNtc32hFglzfwIZALi,205547,4,Perfect,37
0.691,0.731,7,-10.842,1,0.0317,0.0121,0.0,0.0887,0.961,113.039,audio_features,48mRuZ1diKkmlsWZgJnmPq,spotify:track:48mRuZ1diKkmlsWZgJnmPq,https://api.spotify.com/v1/tracks/48mRuZ1diKkmlsWZgJnmPq,https://api.spotify.com/v1/audio-analysis/48mRuZ1diKkmlsWZgJnmPq,238453,4,Call Me,48
0.641,0.753,0,-10.406,1,0.0304,0.0383,1.8e-05,0.259,0.691,123.478,audio_features,0blgGJ10qosdJD6BXo1PWq,spotify:track:0blgGJ10qosdJD6BXo1PWq,https://api.spotify.com/v1/tracks/0blgGJ10qosdJD6BXo1PWq,https://api.spotify.com/v1/audio-analysis/0blgGJ10qosdJD6BXo1PWq,232973,4,When Will I Be Famous?,35
0.895,0.832,0,-7.674,0,0.0381,0.0427,0.0536,0.102,0.961,125.087,audio_features,3iYJEAI7wacIohbLXRWzM3,spotify:track:3iYJEAI7wacIohbLXRWzM3,https://api.spotify.com/v1/tracks/3iYJEAI7wacIohbLXRWzM3,https://api.spotify.com/v1/audio-analysis/3iYJEAI7wacIohbLXRWzM3,216040,4,Moving on Up,0
0.65,0.919,5,-7.52,0,0.0338,0.0557,0.00333,0.132,0.818,135.981,audio_features,7wOm9P5JczjgBvQ1QYgcVR,spotify:track:7wOm9P5JczjgBvQ1QYgcVR,https://api.spotify.com/v1/tracks/7wOm9P5JczjgBvQ1QYgcVR,https://api.spotify.com/v1/audio-analysis/7wOm9P5JczjgBvQ1QYgcVR,213827,4,Scatman (Ski-Ba-Bop-Ba-Dop-Bop) - Basic Radio,0
0.664,0.704,11,-8.875,0,0.0339,0.00113,0.00434,0.0456,0.758,113.541,audio_features,1obPzLo8YVRXaa4SPWrySt,spotify:track:1obPzLo8YVRXaa4SPWrySt,https://api.spotify.com/v1/tracks/1obPzLo8YVRXaa4SPWrySt,https://api.spotify.com/v1/audio-analysis/1obPzLo8YVRXaa4SPWrySt,228280,4,I've Been Thinking About You,0
0.7,0.717,5,-9.47,0,0.0828,0.197,0.000269,0.134,0.915,87.954,audio_features,1RBDoICjLYuGOwyZnWhBCZ,spotify:track:1RBDoICjLYuGOwyZnWhBCZ,https://api.spotify.com/v1/tracks/1RBDoICjLYuGOwyZnWhBCZ,https://api.spotify.com/v1/audio-analysis/1RBDoICjLYuGOwyZnWhBCZ,217893,4,Genie in a Bottle,0
0.807,0.83,7,-10.119,1,0.0423,0.0904,0.00277,0.0883,0.889,125.979,audio_features,29LYGGU6uLe60EDkSQOoNH,spotify:track:29LYGGU6uLe60EDkSQOoNH,https://api.spotify.com/v1/tracks/29LYGGU6uLe60EDkSQOoNH,https://api.spotify.com/v1/audio-analysis/29LYGGU6uLe60EDkSQOoNH,237640,4,Another Night - Radio Mix,0
0.596,0.695,5,-10.769,0,0.422,0.105,0.0,0.312,0.916,174.259,audio_features,5RgWnJ2Uq7GXIa1qRVVXIz,spotify:track:5RgWnJ2Uq7GXIa1qRVVXIz,https://api.spotify.com/v1/tracks/5RgWnJ2Uq7GXIa1qRVVXIz,https://api.spotify.com/v1/audio-analysis/5RgWnJ2Uq7GXIa1qRVVXIz,220133,4,Mambo No. 5 (A Little Bit of...),0
0.561,0.789,6,-9.134,1,0.0952,0.00217,0.446,0.194,0.796,112.815,audio_features,0kwENjv9F98MZLPEN3gCQT,spotify:track:0kwENjv9F98MZLPEN3gCQT,https://api.spotify.com/v1/tracks/0kwENjv9F98MZLPEN3gCQT,https://api.spotify.com/v1/audio-analysis/0kwENjv9F98MZLPEN3gCQT,243800,4,Gonna Make You Sweat (Everybody Dance Now),0
0.819,0.427,0,-10.288,1,0.132,0.0127,0.386,0.218,0.0384,124.98,audio_features,3olgZmF1O7MHpv76iHmDDf,spotify:track:3olgZmF1O7MHpv76iHmDDf,https://api.spotify.com/v1/tracks/3olgZmF1O7MHpv76iHmDDf,https://api.spotify.com/v1/audio-analysis/3olgZmF1O7MHpv76iHmDDf,216340,4,Joi,48
0.813,0.512,11,-9.326,1,0.0655,0.07,0.554,0.123,0.653,127.962,audio_features,3jPaqo45RVrafP6NnWMBkQ,spotify:track:3jPaqo45RVrafP6NnWMBkQ,https://api.spotify.com/v1/tracks/3jPaqo45RVrafP6NnWMBkQ,https://api.spotify.com/v1/audio-analysis/3jPaqo45RVrafP6NnWMBkQ,170625,4,Asmr,51
0.872,0.561,6,-8.612,0,0.119,0.0432,0.237,0.0593,0.499,120.011,audio_features,3O06Fzqi6K5BlTeHo4hLdi,spotify:track:3O06Fzqi6K5BlTeHo4hLdi,https://api.spotify.com/v1/tracks/3O06Fzqi6K5BlTeHo4hLdi,https://api.spotify.com/v1/audio-analysis/3O06Fzqi6K5BlTeHo4hLdi,177500,4,Double Penetration,40
0.594,0.764,1,-9.287,0,0.0494,0.182,0.882,0.299,0.248,127.634,audio_features,4vBY83WBKgmbFhEeyMygre,spotify:track:4vBY83WBKgmbFhEeyMygre,https://api.spotify.com/v1/tracks/4vBY83WBKgmbFhEeyMygre,https://api.spotify.com/v1/audio-analysis/4vBY83WBKgmbFhEeyMygre,368118,4,Technomix,0
0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,audio_features,20on25jryn53hWghthWWW3,spotify:track:20on25jryn53hWghthWWW3,https://api.spotify.com/v1/tracks/20on25jryn53hWghthWWW3,https://api.spotify.com/v1/audio-analysis/20on25jryn53hWghthWWW3,157890,4,Do It To It,84
0.748,0.856,11,-3.517,0,0.0348,0.0824,0.0,0.142,0.927,123.031,audio_features,0Be7sopyKMv8Y8npsUkax2,spotify:track:0Be7sopyKMv8Y8npsUkax2,https://api.spotify.com/v1/tracks/0Be7sopyKMv8Y8npsUkax2,https://api.spotify.com/v1/audio-analysis/0Be7sopyKMv8Y8npsUkax2,189320,4,Tacones Rojos,79
0.692,0.75,0,-4.328,0,0.0411,0.145,0.0,0.133,0.443,120.037,audio_features,5R2hNuiiwnKVAUNktF9j2Y,spotify:track:5R2hNuiiwnKVAUNktF9j2Y,https://api.spotify.com/v1/tracks/5R2hNuiiwnKVAUNktF9j2Y,https://api.spotify.com/v1/audio-analysis/5R2hNuiiwnKVAUNktF9j2Y,154000,4,mariposas,75
0.917,0.776,9,-2.248,0,0.154,0.0464,5.54e-05,0.08,0.656,114.941,audio_features,6t48UVZvQWh5wWfWlCZfzY,spotify:track:6t48UVZvQWh5wWfWlCZfzY,https://api.spotify.com/v1/tracks/6t48UVZvQWh5wWfWlCZfzY,https://api.spotify.com/v1/audio-analysis/6t48UVZvQWh5wWfWlCZfzY,181987,4,La Prendo,67
0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,audio_features,7rglLriMNBPAyuJOMGwi39,spotify:track:7rglLriMNBPAyuJOMGwi39,https://api.spotify.com/v1/tracks/7rglLriMNBPAyuJOMGwi39,https://api.spotify.com/v1/audio-analysis/7rglLriMNBPAyuJOMGwi39,202735,4,Cold Heart - PNAU Remix,74
0.748,0.761,2,-6.621,1,0.102,0.122,6.56e-06,0.0984,0.362,116.041,audio_features,5TMLavqGRKNxgzMBrVpC9R,spotify:track:5TMLavqGRKNxgzMBrVpC9R,https://api.spotify.com/v1/tracks/5TMLavqGRKNxgzMBrVpC9R,https://api.spotify.com/v1/audio-analysis/5TMLavqGRKNxgzMBrVpC9R,179940,4,Mon Amour - Remix,83
0.919,0.623,7,-6.521,1,0.0992,0.184,1.63e-05,0.0609,0.775,130.037,audio_features,5ildQOEKmJuWGl2vRkFdYc,spotify:track:5ildQOEKmJuWGl2vRkFdYc,https://api.spotify.com/v1/tracks/5ildQOEKmJuWGl2vRkFdYc,https://api.spotify.com/v1/audio-analysis/5ildQOEKmJuWGl2vRkFdYc,157018,4,DESPECHÁ,84
0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,audio_features,1IHWl5LamUGEuP4ozKQSXZ,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,https://api.spotify.com/v1/tracks/1IHWl5LamUGEuP4ozKQSXZ,https://api.spotify.com/v1/audio-analysis/1IHWl5LamUGEuP4ozKQSXZ,243717,4,Tití Me Preguntó,91
0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,audio_features,2tTmW7RDtMQtBk7m2rYeSw,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/tracks/2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/audio-analysis/2tTmW7RDtMQtBk7m2rYeSw,198938,4,"Quevedo: Bzrp Music Sessions, Vol. 52",94
0.735,0.519,1,-8.315,1,0.0687,0.476,0.0012,0.18,0.579,149.931,audio_features,7dq9QIXx5eIz6w2MNzTan4,spotify:track:7dq9QIXx5eIz6w2MNzTan4,https://api.spotify.com/v1/tracks/7dq9QIXx5eIz6w2MNzTan4,https://api.spotify.com/v1/audio-analysis/7dq9QIXx5eIz6w2MNzTan4,144005,4,ALLEINE - SW43 L33 D1DO REMIX,62
0.731,0.829,7,-4.407,0,0.0299,0.097,1.21e-05,0.218,0.68,119.987,audio_features,5srqypE3Yk2zkh6Wzouoi1,spotify:track:5srqypE3Yk2zkh6Wzouoi1,https://api.spotify.com/v1/tracks/5srqypE3Yk2zkh6Wzouoi1,https://api.spotify.com/v1/audio-analysis/5srqypE3Yk2zkh6Wzouoi1,192984,4,Leider Berlin,30
0.716,0.512,1,-6.257,1,0.0331,0.483,0.0,0.0928,0.326,104.957,audio_features,7uoFMmxln0GPXQ0AcCBXRq,spotify:track:7uoFMmxln0GPXQ0AcCBXRq,https://api.spotify.com/v1/tracks/7uoFMmxln0GPXQ0AcCBXRq,https://api.spotify.com/v1/audio-analysis/7uoFMmxln0GPXQ0AcCBXRq,165907,3,Snowman,78
0.747,0.655,5,-5.272,1,0.0486,0.397,0.0,0.331,0.671,95.01,audio_features,5NruCL3mzAlLav6W8WGbpC,spotify:track:5NruCL3mzAlLav6W8WGbpC,https://api.spotify.com/v1/tracks/5NruCL3mzAlLav6W8WGbpC,https://api.spotify.com/v1/audio-analysis/5NruCL3mzAlLav6W8WGbpC,183203,4,Sag Mir Was Du Willst,48
0.259,0.437,11,-6.589,0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,audio_features,1j4kHkkpqZRBwE0A4CN4Yv,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,https://api.spotify.com/v1/tracks/1j4kHkkpqZRBwE0A4CN4Yv,https://api.spotify.com/v1/audio-analysis/1j4kHkkpqZRBwE0A4CN4Yv,239000,4,Dusk Till Dawn (feat. Sia) - Radio Edit,79
0.69,0.522,9,-8.108,1,0.0541,0.13,0.0,0.11,0.511,155.048,audio_features,11NFxVnEwPDz4LjIyKazxV,spotify:track:11NFxVnEwPDz4LjIyKazxV,https://api.spotify.com/v1/tracks/11NFxVnEwPDz4LjIyKazxV,https://api.spotify.com/v1/audio-analysis/11NFxVnEwPDz4LjIyKazxV,180387,4,Allein sein,49
0.892,0.5,9,-5.66,0,0.0862,0.303,0.0,0.0871,0.801,99.019,audio_features,5CVO4zkI7Q6qBalTtI4meW,spotify:track:5CVO4zkI7Q6qBalTtI4meW,https://api.spotify.com/v1/tracks/5CVO4zkI7Q6qBalTtI4meW,https://api.spotify.com/v1/audio-analysis/5CVO4zkI7Q6qBalTtI4meW,167721,4,Tanzen,52
0.723,0.535,5,-6.273,0,0.0753,0.608,0.0,0.346,0.707,140.013,audio_features,2iNzRQE0MlCaSHbHGzmbN2,spotify:track:2iNzRQE0MlCaSHbHGzmbN2,https://api.spotify.com/v1/tracks/2iNzRQE0MlCaSHbHGzmbN2,https://api.spotify.com/v1/audio-analysis/2iNzRQE0MlCaSHbHGzmbN2,178121,3,Flugmodus,59
0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,audio_features,059ACLUOyEcdruA2m9f2jd,spotify:track:059ACLUOyEcdruA2m9f2jd,https://api.spotify.com/v1/tracks/059ACLUOyEcdruA2m9f2jd,https://api.spotify.com/v1/audio-analysis/059ACLUOyEcdruA2m9f2jd,217747,4,Unstoppable,69
0.739,0.796,7,-4.029,1,0.059,0.0683,7.34e-06,0.0659,0.53,89.993,audio_features,6jBMDbCHIH5mVKxx8k7xjg,spotify:track:6jBMDbCHIH5mVKxx8k7xjg,https://api.spotify.com/v1/tracks/6jBMDbCHIH5mVKxx8k7xjg,https://api.spotify.com/v1/audio-analysis/6jBMDbCHIH5mVKxx8k7xjg,204900,4,Alles in mir will zu Dir,46
0.617,0.625,1,-6.655,1,0.101,0.192,0.0,0.0768,0.282,79.939,audio_features,5DhcEJWVdkPNkJUVnbiUKo,spotify:track:5DhcEJWVdkPNkJUVnbiUKo,https://api.spotify.com/v1/tracks/5DhcEJWVdkPNkJUVnbiUKo,https://api.spotify.com/v1/audio-analysis/5DhcEJWVdkPNkJUVnbiUKo,197251,4,Best of Us,64
0.682,0.503,8,-5.934,1,0.0417,0.213,0.0,0.0944,0.382,113.988,audio_features,5cpw6QKJcoXzpNBLNUJx2i,spotify:track:5cpw6QKJcoXzpNBLNUJx2i,https://api.spotify.com/v1/tracks/5cpw6QKJcoXzpNBLNUJx2i,https://api.spotify.com/v1/audio-analysis/5cpw6QKJcoXzpNBLNUJx2i,235532,4,Saved My Life,55
0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,audio_features,1nInOsHbtotAmEOQhtvnzP,spotify:track:1nInOsHbtotAmEOQhtvnzP,https://api.spotify.com/v1/tracks/1nInOsHbtotAmEOQhtvnzP,https://api.spotify.com/v1/audio-analysis/1nInOsHbtotAmEOQhtvnzP,221947,4,Stronger (What Doesn't Kill You),79
0.558,0.669,0,-5.316,0,0.0382,0.351,0.0,0.127,0.482,154.102,audio_features,3jUZQ7gpmKo7086nPjcACT,spotify:track:3jUZQ7gpmKo7086nPjcACT,https://api.spotify.com/v1/tracks/3jUZQ7gpmKo7086nPjcACT,https://api.spotify.com/v1/audio-analysis/3jUZQ7gpmKo7086nPjcACT,188333,4,Weit Weg,50
0.526,0.882,9,-4.006,1,0.0509,0.0014,0.0,0.144,0.424,144.982,audio_features,4Dm32oO01YpIubCHaAtKkN,spotify:track:4Dm32oO01YpIubCHaAtKkN,https://api.spotify.com/v1/tracks/4Dm32oO01YpIubCHaAtKkN,https://api.spotify.com/v1/audio-analysis/4Dm32oO01YpIubCHaAtKkN,211493,4,My Life Would Suck Without You,72
0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,audio_features,3BZEcbdtXQSo7OrvKRJ6mb,spotify:track:3BZEcbdtXQSo7OrvKRJ6mb,https://api.spotify.com/v1/tracks/3BZEcbdtXQSo7OrvKRJ6mb,https://api.spotify.com/v1/audio-analysis/3BZEcbdtXQSo7OrvKRJ6mb,137876,4,MONTERO (Call Me By Your Name),5
0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,audio_features,4cG7HUWYHBV6R6tHn1gxrl,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,https://api.spotify.com/v1/tracks/4cG7HUWYHBV6R6tHn1gxrl,https://api.spotify.com/v1/audio-analysis/4cG7HUWYHBV6R6tHn1gxrl,169153,4,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,83
0.761,0.821,8,-5.238,1,0.202,0.185,0.0,0.0692,0.388,108.13,audio_features,3HqQpSTLHJRKDhulVacRFb,spotify:track:3HqQpSTLHJRKDhulVacRFb,https://api.spotify.com/v1/tracks/3HqQpSTLHJRKDhulVacRFb,https://api.spotify.com/v1/audio-analysis/3HqQpSTLHJRKDhulVacRFb,125879,4,Dynamite,56
0.684,0.916,8,-5.519,1,0.167,0.0612,0.000341,0.172,0.265,123.937,audio_features,4KPYXZUCKYLEEcGmKN4Exs,spotify:track:4KPYXZUCKYLEEcGmKN4Exs,https://api.spotify.com/v1/tracks/4KPYXZUCKYLEEcGmKN4Exs,https://api.spotify.com/v1/audio-analysis/4KPYXZUCKYLEEcGmKN4Exs,132775,4,Weekend (feat. Emelie Cyréus),64
0.734,0.908,7,-3.618,1,0.135,0.12,0.0,0.299,0.466,120.02,audio_features,5VnkwgQkO96t5OczSs687H,spotify:track:5VnkwgQkO96t5OczSs687H,https://api.spotify.com/v1/tracks/5VnkwgQkO96t5OczSs687H,https://api.spotify.com/v1/audio-analysis/5VnkwgQkO96t5OczSs687H,190736,4,Du bist mein Highlight - No puedo estar sin ti,41
0.788,0.81,4,-3.136,1,0.0736,0.0656,0.000465,0.283,0.891,153.936,audio_features,5N5GaRpXYZl5ZKKU5a5LtH,spotify:track:5N5GaRpXYZl5ZKKU5a5LtH,https://api.spotify.com/v1/tracks/5N5GaRpXYZl5ZKKU5a5LtH,https://api.spotify.com/v1/audio-analysis/5N5GaRpXYZl5ZKKU5a5LtH,146494,4,Berlín,64
0.826,0.74,1,-4.45,0,0.0368,0.142,2.59e-05,0.175,0.733,130.025,audio_features,5xiAfKzE3mbxYbOkUZPR11,spotify:track:5xiAfKzE3mbxYbOkUZPR11,https://api.spotify.com/v1/tracks/5xiAfKzE3mbxYbOkUZPR11,https://api.spotify.com/v1/audio-analysis/5xiAfKzE3mbxYbOkUZPR11,239925,4,Ateo,72
0.811,0.588,1,-3.161,1,0.0464,0.128,0.0004,0.0929,0.553,107.022,audio_features,2qEoAz0i6yEz5dPggABcLH,spotify:track:2qEoAz0i6yEz5dPggABcLH,https://api.spotify.com/v1/tracks/2qEoAz0i6yEz5dPggABcLH,https://api.spotify.com/v1/audio-analysis/2qEoAz0i6yEz5dPggABcLH,226187,4,Una Vaina Loca,75
0.829,0.81,2,-4.801,1,0.144,0.0424,0.0,0.0748,0.707,114.044,audio_features,4axxCbc4tWlpqHP5UbJMc3,spotify:track:4axxCbc4tWlpqHP5UbJMc3,https://api.spotify.com/v1/tracks/4axxCbc4tWlpqHP5UbJMc3,https://api.spotify.com/v1/audio-analysis/4axxCbc4tWlpqHP5UbJMc3,161485,4,"Ptazeta: Bzrp Music Sessions, Vol. 45",72
0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976,audio_features,5cpJFiNwYyWwFLH0V6B3N8,spotify:track:5cpJFiNwYyWwFLH0V6B3N8,https://api.spotify.com/v1/tracks/5cpJFiNwYyWwFLH0V6B3N8,https://api.spotify.com/v1/audio-analysis/5cpJFiNwYyWwFLH0V6B3N8,214507,4,Del Mar,75
