danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_name,song_popularity
0.791,0.782,6,-5.353,0,0.0406,0.00144,0.0324,0.0758,0.825,126.957,audio_features,15pWBxa9jvnqAzgNATaJmz,spotify:track:15pWBxa9jvnqAzgNATaJmz,https://api.spotify.com/v1/tracks/15pWBxa9jvnqAzgNATaJmz,https://api.spotify.com/v1/audio-analysis/15pWBxa9jvnqAzgNATaJmz,203720,4,Just Dance - HCCR'S Bambossa Radio Edit,0
0.771,0.947,5,-4.896,1,0.0631,0.00181,0.74,0.112,0.727,128.007,audio_features,1W7pf3QOO2tl50CQharU29,spotify:track:1W7pf3QOO2tl50CQharU29,https://api.spotify.com/v1/tracks/1W7pf3QOO2tl50CQharU29,https://api.spotify.com/v1/audio-analysis/1W7pf3QOO2tl50CQharU29,384787,4,Say It Right - Menage Music Remix,23
0.789,0.689,11,-7.334,1,0.097,0.000201,0.0085,0.339,0.299,127.03,audio_features,6jg30Ist4DfXbxPkOKqfYx,spotify:track:6jg30Ist4DfXbxPkOKqfYx,https://api.spotify.com/v1/tracks/6jg30Ist4DfXbxPkOKqfYx,https://api.spotify.com/v1/audio-analysis/6jg30Ist4DfXbxPkOKqfYx,381933,4,This Time - Klass Vocal Mix,0
0.577,0.925,0,-6.187,0,0.0681,0.00445,0.00024,0.605,0.758,128.055,audio_features,2ZB64PCKK51KplIGG8TfGN,spotify:track:2ZB64PCKK51KplIGG8TfGN,https://api.spotify.com/v1/tracks/2ZB64PCKK51KplIGG8TfGN,https://api.spotify.com/v1/audio-analysis/2ZB64PCKK51KplIGG8TfGN,225627,4,The One - Radio Edit,0
0.658,0.863,11,-4.64,1,0.0255,0.0144,0.000193,0.2,0.496,129.972,audio_features,619bJQ9uDi8dnXzLebFI7y,spotify:track:619bJQ9uDi8dnXzLebFI7y,https://api.spotify.com/v1/tracks/619bJQ9uDi8dnXzLebFI7y,https://api.spotify.com/v1/audio-analysis/619bJQ9uDi8dnXzLebFI7y,189000,4,When Love Takes Over (feat. Kelly Rowland),65
0.815,0.633,11,-4.99,0,0.0486,0.0744,0.000287,0.148,0.853,130.016,audio_features,28O4PwkH8bzARStxeL4pxL,spotify:track:28O4PwkH8bzARStxeL4pxL,https://api.spotify.com/v1/tracks/28O4PwkH8bzARStxeL4pxL,https://api.spotify.com/v1/audio-analysis/28O4PwkH8bzARStxeL4pxL,195853,4,Sexy Bitch (feat. Akon),0
0.742,0.738,0,-5.573,0,0.0473,0.00112,3.57e-05,0.104,0.927,127.008,audio_features,6e4GK7iSpr0Jmqdmg4Dhp7,spotify:track:6e4GK7iSpr0Jmqdmg4Dhp7,https://api.spotify.com/v1/tracks/6e4GK7iSpr0Jmqdmg4Dhp7,https://api.spotify.com/v1/audio-analysis/6e4GK7iSpr0Jmqdmg4Dhp7,178667,4,Speed Up - Radio Mix,9
0.69,0.826,2,-7.726,1,0.0489,0.000644,0.48,0.0625,0.464,126.983,audio_features,6uVSUxKxba1pYId9YEnUtw,spotify:track:6uVSUxKxba1pYId9YEnUtw,https://api.spotify.com/v1/tracks/6uVSUxKxba1pYId9YEnUtw,https://api.spotify.com/v1/audio-analysis/6uVSUxKxba1pYId9YEnUtw,220373,4,Shining Star - Pornocult Vocal Radio,0
0.78,0.737,11,-5.505,0,0.0528,0.146,0.00207,0.0616,0.969,130.014,audio_features,6rj1EsHeHyOKPw44OQuiCK,spotify:track:6rj1EsHeHyOKPw44OQuiCK,https://api.spotify.com/v1/tracks/6rj1EsHeHyOKPw44OQuiCK,https://api.spotify.com/v1/audio-analysis/6rj1EsHeHyOKPw44OQuiCK,166600,4,Day 'N' Nite,6
0.643,0.991,7,-4.093,1,0.0901,0.000801,0.603,0.19,0.795,128.014,audio_features,5bIhS1ZgbJS5zBnETUUbBX,spotify:track:5bIhS1ZgbJS5zBnETUUbBX,https://api.spotify.com/v1/tracks/5bIhS1ZgbJS5zBnETUUbBX,https://api.spotify.com/v1/audio-analysis/5bIhS1ZgbJS5zBnETUUbBX,465000,4,Discoteka (Original Mix),0
0.681,0.668,11,-7.14,1,0.055,0.0133,0.0121,0.0325,0.182,129.994,audio_features,17Ip64a0Yem8ohhG4rEFud,spotify:track:17Ip64a0Yem8ohhG4rEFud,https://api.spotify.com/v1/tracks/17Ip64a0Yem8ohhG4rEFud,https://api.spotify.com/v1/audio-analysis/17Ip64a0Yem8ohhG4rEFud,243992,4,The Fly - Short Edit,0
0.712,0.876,8,-6.354,1,0.0498,0.0395,6.62e-05,0.269,0.776,125.546,audio_features,1BLsffWJxUas9VwVz53O1i,spotify:track:1BLsffWJxUas9VwVz53O1i,https://api.spotify.com/v1/tracks/1BLsffWJxUas9VwVz53O1i,https://api.spotify.com/v1/audio-analysis/1BLsffWJxUas9VwVz53O1i,210587,4,Sweet Dreams (Are Made of This),34
0.821,0.692,9,-7.696,1,0.123,0.192,3.99e-05,0.0583,0.749,94.007,audio_features,6ndHpwZ4sJuIDkgzux48ka,spotify:track:6ndHpwZ4sJuIDkgzux48ka,https://api.spotify.com/v1/tracks/6ndHpwZ4sJuIDkgzux48ka,https://api.spotify.com/v1/audio-analysis/6ndHpwZ4sJuIDkgzux48ka,204667,4,Dile,0
0.822,0.874,10,-6.245,0,0.0968,0.00424,0.00146,0.389,0.481,129.999,audio_features,16Ayx7IuV1zpqtpotA9M2X,spotify:track:16Ayx7IuV1zpqtpotA9M2X,https://api.spotify.com/v1/tracks/16Ayx7IuV1zpqtpotA9M2X,https://api.spotify.com/v1/audio-analysis/16Ayx7IuV1zpqtpotA9M2X,270640,4,La Pastilla (Del Amor) (Tribal Mix),0
0.55,0.77,10,-2.899,0,0.1,0.00814,0.0119,0.161,0.551,123.881,audio_features,3HgCb6lSTWjEAnWFRdvIMw,spotify:track:3HgCb6lSTWjEAnWFRdvIMw,https://api.spotify.com/v1/tracks/3HgCb6lSTWjEAnWFRdvIMw,https://api.spotify.com/v1/audio-analysis/3HgCb6lSTWjEAnWFRdvIMw,179693,4,Revolver - Madonna vs. David Guetta One Love Remix,45
0.552,0.648,4,-8.309,1,0.0392,0.0278,0.0209,0.124,0.731,131.982,audio_features,6bDmkpgUa2XtWt48mdCno0,spotify:track:6bDmkpgUa2XtWt48mdCno0,https://api.spotify.com/v1/tracks/6bDmkpgUa2XtWt48mdCno0,https://api.spotify.com/v1/audio-analysis/6bDmkpgUa2XtWt48mdCno0,212245,4,Going Wrong - Armin van Buuren's Radio Edit,34
0.728,0.941,6,-3.998,0,0.0418,0.00638,0.00198,0.356,0.821,128.004,audio_features,2MBSuVnwdcWqOAXzvXUcCL,spotify:track:2MBSuVnwdcWqOAXzvXUcCL,https://api.spotify.com/v1/tracks/2MBSuVnwdcWqOAXzvXUcCL,https://api.spotify.com/v1/audio-analysis/2MBSuVnwdcWqOAXzvXUcCL,223040,4,Cry Cry - DJ Fisun Remix,0
0.802,0.735,11,-6.789,1,0.0509,0.00566,3.36e-05,0.153,0.764,119.973,audio_features,2br1oTobegPfSXQLJgM2FB,spotify:track:2br1oTobegPfSXQLJgM2FB,https://api.spotify.com/v1/tracks/2br1oTobegPfSXQLJgM2FB,https://api.spotify.com/v1/audio-analysis/2br1oTobegPfSXQLJgM2FB,238360,4,Girls On The Dance Floor,30
0.846,0.713,10,-8.52,1,0.106,0.00169,1.95e-06,0.0957,0.644,127.957,audio_features,0Zq2CRSUCH2I8aNklFdvzn,spotify:track:0Zq2CRSUCH2I8aNklFdvzn,https://api.spotify.com/v1/tracks/0Zq2CRSUCH2I8aNklFdvzn,https://api.spotify.com/v1/audio-analysis/0Zq2CRSUCH2I8aNklFdvzn,202667,4,2 Is Better (feat. Ya Boy & Lil' Eddie) (Street Version),0
0.557,0.74,6,-10.999,1,0.0879,0.0018,0.422,0.148,0.801,114.379,audio_features,36rXHqN7D1ETFhyKXXKs4w,spotify:track:36rXHqN7D1ETFhyKXXKs4w,https://api.spotify.com/v1/tracks/36rXHqN7D1ETFhyKXXKs4w,https://api.spotify.com/v1/audio-analysis/36rXHqN7D1ETFhyKXXKs4w,243693,4,Gonna Make You Sweat (Everybody Dance Now) (feat. Freedom Williams),60
0.708,0.805,5,-9.103,1,0.0612,0.0472,0.0,0.0867,0.776,133.419,audio_features,5mgPeHCYjHxnmZjRGcyjU3,spotify:track:5mgPeHCYjHxnmZjRGcyjU3,https://api.spotify.com/v1/tracks/5mgPeHCYjHxnmZjRGcyjU3,https://api.spotify.com/v1/audio-analysis/5mgPeHCYjHxnmZjRGcyjU3,321000,4,Macho Man,0
0.591,0.741,11,-7.039,1,0.033,0.0119,2.32e-05,0.144,0.416,132.082,audio_features,3xGon93gcCARQ4VgYgoirk,spotify:track:3xGon93gcCARQ4VgYgoirk,https://api.spotify.com/v1/tracks/3xGon93gcCARQ4VgYgoirk,https://api.spotify.com/v1/audio-analysis/3xGon93gcCARQ4VgYgoirk,297640,4,Sobreviviré,55
0.667,0.602,2,-8.307,1,0.0268,0.0804,0.00771,0.282,0.778,117.967,audio_features,1AOmpykwJdf2NOkxwZFIjP,spotify:track:1AOmpykwJdf2NOkxwZFIjP,https://api.spotify.com/v1/tracks/1AOmpykwJdf2NOkxwZFIjP,https://api.spotify.com/v1/audio-analysis/1AOmpykwJdf2NOkxwZFIjP,305320,4,Tragedy,0
0.644,0.843,10,-11.792,0,0.0334,0.00578,0.127,0.114,0.958,112.131,audio_features,1qA6rAurpt7DFTnMLJiMPv,spotify:track:1qA6rAurpt7DFTnMLJiMPv,https://api.spotify.com/v1/tracks/1qA6rAurpt7DFTnMLJiMPv,https://api.spotify.com/v1/audio-analysis/1qA6rAurpt7DFTnMLJiMPv,186920,4,"Shake Your Booty (Shake, Shake, Shake)",0
0.739,0.907,10,-5.697,0,0.0505,0.0272,0.0,0.0482,0.776,124.953,audio_features,59ThFe6fyV0jYcrOfizfij,spotify:track:59ThFe6fyV0jYcrOfizfij,https://api.spotify.com/v1/tracks/59ThFe6fyV0jYcrOfizfij,https://api.spotify.com/v1/audio-analysis/59ThFe6fyV0jYcrOfizfij,237253,4,Retorciendo palabras,44
0.81,0.956,1,-5.753,0,0.0367,0.0167,0.281,0.35,0.961,129.996,audio_features,7atIHMnLUJ5ikdnosz1GwU,spotify:track:7atIHMnLUJ5ikdnosz1GwU,https://api.spotify.com/v1/tracks/7atIHMnLUJ5ikdnosz1GwU,https://api.spotify.com/v1/audio-analysis/7atIHMnLUJ5ikdnosz1GwU,197907,4,Barbie Girl,0
0.723,0.969,6,-4.516,1,0.142,0.0643,0.0,0.115,0.728,126.653,audio_features,57Fb4ssvtUDe00VaxgjhUb,spotify:track:57Fb4ssvtUDe00VaxgjhUb,https://api.spotify.com/v1/tracks/57Fb4ssvtUDe00VaxgjhUb,https://api.spotify.com/v1/audio-analysis/57Fb4ssvtUDe00VaxgjhUb,286800,4,YMCA,0
0.732,0.814,2,-5.327,1,0.0313,0.393,0.000257,0.355,0.838,137.575,audio_features,6UIwfaQh9RP2anZ5OMQPfX,spotify:track:6UIwfaQh9RP2anZ5OMQPfX,https://api.spotify.com/v1/tracks/6UIwfaQh9RP2anZ5OMQPfX,https://api.spotify.com/v1/audio-analysis/6UIwfaQh9RP2anZ5OMQPfX,210960,4,Mamma Mia,0
0.694,0.694,6,-8.21,0,0.0328,0.058,0.0126,0.129,0.608,121.876,audio_features,0KM2y796j63t5RHhvRUxld,spotify:track:0KM2y796j63t5RHhvRUxld,https://api.spotify.com/v1/tracks/0KM2y796j63t5RHhvRUxld,https://api.spotify.com/v1/audio-analysis/0KM2y796j63t5RHhvRUxld,270000,4,"Relax, Take It Easy",70
0.752,0.729,1,-15.565,1,0.0443,0.0814,0.34,0.861,0.572,108.91,audio_features,04Mh4OWSBUBn5Vpna4DXrA,spotify:track:04Mh4OWSBUBn5Vpna4DXrA,https://api.spotify.com/v1/tracks/04Mh4OWSBUBn5Vpna4DXrA,https://api.spotify.com/v1/audio-analysis/04Mh4OWSBUBn5Vpna4DXrA,344307,4,The Power,0
0.547,0.929,4,-5.923,0,0.0394,0.147,0.0,0.405,0.692,134.0,audio_features,1PMX2SF2x2oyf1Bex4kPHZ,spotify:track:1PMX2SF2x2oyf1Bex4kPHZ,https://api.spotify.com/v1/tracks/1PMX2SF2x2oyf1Bex4kPHZ,https://api.spotify.com/v1/audio-analysis/1PMX2SF2x2oyf1Bex4kPHZ,182600,4,Diva (Original English Version),0
0.706,0.973,2,-8.386,0,0.0378,0.00394,0.914,0.0716,0.975,126.975,audio_features,2DAeRk6J5C1Zu8iy32sUPf,spotify:track:2DAeRk6J5C1Zu8iy32sUPf,https://api.spotify.com/v1/tracks/2DAeRk6J5C1Zu8iy32sUPf,https://api.spotify.com/v1/audio-analysis/2DAeRk6J5C1Zu8iy32sUPf,257720,4,Ella (Tu Piel Morena),46
0.693,0.924,0,-3.711,1,0.0392,0.0034,4.4e-05,0.0926,0.715,118.983,audio_features,1MV8RFTgUlAan2b6yYdv7U,spotify:track:1MV8RFTgUlAan2b6yYdv7U,https://api.spotify.com/v1/tracks/1MV8RFTgUlAan2b6yYdv7U,https://api.spotify.com/v1/audio-analysis/1MV8RFTgUlAan2b6yYdv7U,294467,4,Bad Romance,0
0.711,0.906,7,-4.173,1,0.0285,0.0188,0.0,0.366,0.824,108.019,audio_features,35ODexxoT9GSaZUEFBkelA,spotify:track:35ODexxoT9GSaZUEFBkelA,https://api.spotify.com/v1/tracks/35ODexxoT9GSaZUEFBkelA,https://api.spotify.com/v1/audio-analysis/35ODexxoT9GSaZUEFBkelA,288667,4,I Don't Feel Like Dancin',0
0.801,0.966,0,-3.843,1,0.0421,0.172,0.0,0.0637,0.679,130.077,audio_features,1sGAjsM8FJkJ0zcN67Cjdj,spotify:track:1sGAjsM8FJkJ0zcN67Cjdj,https://api.spotify.com/v1/tracks/1sGAjsM8FJkJ0zcN67Cjdj,https://api.spotify.com/v1/audio-analysis/1sGAjsM8FJkJ0zcN67Cjdj,215987,4,Dragostea Din Tei - Original Romanian Version,0
0.688,0.861,7,-6.904,1,0.0444,0.00496,0.0208,0.298,0.499,123.711,audio_features,1ButeC6c3PuzA6tO6ag5Wr,spotify:track:1ButeC6c3PuzA6tO6ag5Wr,https://api.spotify.com/v1/tracks/1ButeC6c3PuzA6tO6ag5Wr,https://api.spotify.com/v1/audio-analysis/1ButeC6c3PuzA6tO6ag5Wr,217160,4,Living On My Own - 2011 Remaster,0
0.69,0.744,1,-12.721,1,0.0613,0.034,0.598,0.453,0.56,136.918,audio_features,2IvetNzSZMH5gwjInoyr18,spotify:track:2IvetNzSZMH5gwjInoyr18,https://api.spotify.com/v1/tracks/2IvetNzSZMH5gwjInoyr18,https://api.spotify.com/v1/audio-analysis/2IvetNzSZMH5gwjInoyr18,324754,4,It's Raining Men,65
0.725,0.942,10,-3.94,0,0.125,0.0102,0.00921,0.12,0.764,120.803,audio_features,7dubOXbOZQvqy15V0k2qc4,spotify:track:7dubOXbOZQvqy15V0k2qc4,https://api.spotify.com/v1/tracks/7dubOXbOZQvqy15V0k2qc4,https://api.spotify.com/v1/audio-analysis/7dubOXbOZQvqy15V0k2qc4,265800,4,Embrujada,34
0.677,0.83,11,-8.147,0,0.0389,0.295,1.04e-05,0.0295,0.705,114.921,audio_features,1K3RzyzlBhMzOZtR0yepeb,spotify:track:1K3RzyzlBhMzOZtR0yepeb,https://api.spotify.com/v1/tracks/1K3RzyzlBhMzOZtR0yepeb,https://api.spotify.com/v1/audio-analysis/1K3RzyzlBhMzOZtR0yepeb,236787,4,Relax,0
0.725,0.959,9,-6.994,0,0.0472,0.0725,0.0,0.14,0.755,127.323,audio_features,24pRxid1f4ON7zk8CCiGzy,spotify:track:24pRxid1f4ON7zk8CCiGzy,https://api.spotify.com/v1/tracks/24pRxid1f4ON7zk8CCiGzy,https://api.spotify.com/v1/audio-analysis/24pRxid1f4ON7zk8CCiGzy,339947,4,In the Navy,0
0.76,0.801,5,-3.769,1,0.0534,0.0144,1.49e-05,0.665,0.653,109.919,audio_features,7GbqE3MlkKosIaCvf50JRK,spotify:track:7GbqE3MlkKosIaCvf50JRK,https://api.spotify.com/v1/tracks/7GbqE3MlkKosIaCvf50JRK,https://api.spotify.com/v1/audio-analysis/7GbqE3MlkKosIaCvf50JRK,264893,4,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",69
0.647,0.94,6,-8.759,1,0.0394,0.0836,0.00962,0.119,0.835,132.824,audio_features,6PwbVXIomkvk4YcafiOc6i,spotify:track:6PwbVXIomkvk4YcafiOc6i,https://api.spotify.com/v1/tracks/6PwbVXIomkvk4YcafiOc6i,https://api.spotify.com/v1/audio-analysis/6PwbVXIomkvk4YcafiOc6i,229333,4,Bailando,69
0.758,0.753,11,-7.543,0,0.0332,0.000979,4.29e-05,0.0309,0.825,120.127,audio_features,2bBleTRuM2eXJj7oyw8f3C,spotify:track:2bBleTRuM2eXJj7oyw8f3C,https://api.spotify.com/v1/tracks/2bBleTRuM2eXJj7oyw8f3C,https://api.spotify.com/v1/audio-analysis/2bBleTRuM2eXJj7oyw8f3C,249320,4,"Finally (7"" Choice Mix)",0
0.652,0.917,6,-6.72,1,0.0548,0.0082,0.0,0.0509,0.459,132.975,audio_features,2goLsvvODILDzeeiT4dAoR,spotify:track:2goLsvvODILDzeeiT4dAoR,https://api.spotify.com/v1/tracks/2goLsvvODILDzeeiT4dAoR,https://api.spotify.com/v1/audio-analysis/2goLsvvODILDzeeiT4dAoR,239027,4,Believe,82
0.57,0.945,7,-3.636,0,0.053,0.0345,4.43e-06,0.175,0.593,136.285,audio_features,2a7Ufmq13NRMavrBYUN5Ex,spotify:track:2a7Ufmq13NRMavrBYUN5Ex,https://api.spotify.com/v1/tracks/2a7Ufmq13NRMavrBYUN5Ex,https://api.spotify.com/v1/audio-analysis/2a7Ufmq13NRMavrBYUN5Ex,288933,4,Desátame,55
0.673,0.752,9,-7.978,0,0.0491,0.00309,0.0,0.112,0.576,120.041,audio_features,2a1MrtxYybqFV1Ow8VJ1dW,spotify:track:2a1MrtxYybqFV1Ow8VJ1dW,https://api.spotify.com/v1/tracks/2a1MrtxYybqFV1Ow8VJ1dW,https://api.spotify.com/v1/audio-analysis/2a1MrtxYybqFV1Ow8VJ1dW,265027,4,I Will Survive - Rerecorded,59
0.777,0.629,9,-10.33,0,0.111,0.118,0.0,0.74,0.617,133.4,audio_features,0CBVN5laqDda5ScKI5jVbM,spotify:track:0CBVN5laqDda5ScKI5jVbM,https://api.spotify.com/v1/tracks/0CBVN5laqDda5ScKI5jVbM,https://api.spotify.com/v1/audio-analysis/0CBVN5laqDda5ScKI5jVbM,218000,4,Can't Stop the Music,0
0.664,0.553,9,-7.723,1,0.0264,0.743,0.00978,0.0838,0.287,112.52,audio_features,5l91KHr9uF8wdSdtRoZba8,spotify:track:5l91KHr9uF8wdSdtRoZba8,https://api.spotify.com/v1/tracks/5l91KHr9uF8wdSdtRoZba8,https://api.spotify.com/v1/audio-analysis/5l91KHr9uF8wdSdtRoZba8,286880,4,Wicked Game - Remastered,64
0.535,0.825,2,-5.337,1,0.0469,0.0588,0.0105,0.109,0.467,91.475,audio_features,0iLtwAiMUXV46jBmtC7xrs,spotify:track:0iLtwAiMUXV46jBmtC7xrs,https://api.spotify.com/v1/tracks/0iLtwAiMUXV46jBmtC7xrs,https://api.spotify.com/v1/audio-analysis/0iLtwAiMUXV46jBmtC7xrs,248627,4,Give A Little Bit,0
0.627,0.672,5,-9.242,0,0.0446,0.606,0.000152,0.102,0.734,119.791,audio_features,0ZlUHXpiQeqRYprnycLwhh,spotify:track:0ZlUHXpiQeqRYprnycLwhh,https://api.spotify.com/v1/tracks/0ZlUHXpiQeqRYprnycLwhh,https://api.spotify.com/v1/audio-analysis/0ZlUHXpiQeqRYprnycLwhh,250493,4,The Logical Song,0
0.531,0.217,6,-13.883,1,0.0302,0.871,2.59e-06,0.101,0.34,106.842,audio_features,64gpgh5jBMxyh7iVJll23t,spotify:track:64gpgh5jBMxyh7iVJll23t,https://api.spotify.com/v1/tracks/64gpgh5jBMxyh7iVJll23t,https://api.spotify.com/v1/audio-analysis/64gpgh5jBMxyh7iVJll23t,185200,4,The Sound of Silence,0
0.445,0.486,11,-14.521,1,0.0616,0.76,0.000658,0.189,0.629,93.019,audio_features,01cY7Cc7t5zPB64uj8NGxz,spotify:track:01cY7Cc7t5zPB64uj8NGxz,https://api.spotify.com/v1/tracks/01cY7Cc7t5zPB64uj8NGxz,https://api.spotify.com/v1/audio-analysis/01cY7Cc7t5zPB64uj8NGxz,307667,4,The Boxer,0
0.61,0.466,6,-13.331,0,0.0426,0.772,1.33e-05,0.0932,0.836,91.965,audio_features,6J1sj9dcEM91H80NIz1Gpo,spotify:track:6J1sj9dcEM91H80NIz1Gpo,https://api.spotify.com/v1/tracks/6J1sj9dcEM91H80NIz1Gpo,https://api.spotify.com/v1/audio-analysis/6J1sj9dcEM91H80NIz1Gpo,242600,4,Mrs. Robinson,0
0.648,0.541,5,-10.562,1,0.0517,0.827,0.0443,0.0792,0.852,148.187,audio_features,73v482nDspbeJpl8NIvUAi,spotify:track:73v482nDspbeJpl8NIvUAi,https://api.spotify.com/v1/tracks/73v482nDspbeJpl8NIvUAi,https://api.spotify.com/v1/audio-analysis/73v482nDspbeJpl8NIvUAi,211453,4,Dreamer,0
0.797,0.574,10,-7.268,1,0.373,0.229,0.0,0.0602,0.814,78.183,audio_features,1nw8lTaFu9kphHRNy67lXa,spotify:track:1nw8lTaFu9kphHRNy67lXa,https://api.spotify.com/v1/tracks/1nw8lTaFu9kphHRNy67lXa,https://api.spotify.com/v1/audio-analysis/1nw8lTaFu9kphHRNy67lXa,197573,4,"Get Up, Stand Up",0
0.751,0.674,9,-12.976,0,0.0425,0.0214,0.000143,0.32,0.696,117.969,audio_features,6oyYKWTbYt5Zb8tIiLZbmH,spotify:track:6oyYKWTbYt5Zb8tIiLZbmH,https://api.spotify.com/v1/tracks/6oyYKWTbYt5Zb8tIiLZbmH,https://api.spotify.com/v1/audio-analysis/6oyYKWTbYt5Zb8tIiLZbmH,304293,4,Unchain My Heart,63
0.941,0.462,11,-11.029,0,0.282,0.129,9.82e-05,0.114,0.758,123.674,audio_features,3etSM4KHZRIn5PmUvNpxbu,spotify:track:3etSM4KHZRIn5PmUvNpxbu,https://api.spotify.com/v1/tracks/3etSM4KHZRIn5PmUvNpxbu,https://api.spotify.com/v1/audio-analysis/3etSM4KHZRIn5PmUvNpxbu,211427,4,Jamming,0
0.649,0.673,1,-9.35,1,0.0638,0.249,0.0351,0.726,0.587,78.535,audio_features,2mKsPUojh602HvSeNt04CB,spotify:track:2mKsPUojh602HvSeNt04CB,https://api.spotify.com/v1/tracks/2mKsPUojh602HvSeNt04CB,https://api.spotify.com/v1/audio-analysis/2mKsPUojh602HvSeNt04CB,427800,4,"No Woman, No Cry - Live At The Lyceum, London/1975",0
0.868,0.936,7,-4.574,0,0.193,0.0789,0.0,0.219,0.589,115.694,audio_features,58UEwo2r86awBBUSMZCP5X,spotify:track:58UEwo2r86awBBUSMZCP5X,https://api.spotify.com/v1/tracks/58UEwo2r86awBBUSMZCP5X,https://api.spotify.com/v1/audio-analysis/58UEwo2r86awBBUSMZCP5X,211947,4,Kiss (feat. Tom Jones),52
0.797,0.644,8,-9.253,1,0.188,0.338,6.51e-05,0.0592,0.706,96.87,audio_features,1yEBTalGbbuMQqAYZ8gsic,spotify:track:1yEBTalGbbuMQqAYZ8gsic,https://api.spotify.com/v1/tracks/1yEBTalGbbuMQqAYZ8gsic,https://api.spotify.com/v1/audio-analysis/1yEBTalGbbuMQqAYZ8gsic,280467,4,I Shot The Sheriff,0
0.73,0.508,0,-9.575,0,0.319,0.0716,0.0,0.0605,0.936,76.494,audio_features,05VlGC380rZvDx5suJE9sH,spotify:track:05VlGC380rZvDx5suJE9sH,https://api.spotify.com/v1/tracks/05VlGC380rZvDx5suJE9sH,https://api.spotify.com/v1/audio-analysis/05VlGC380rZvDx5suJE9sH,172200,4,One Love / People Get Ready,0
0.923,0.503,9,-7.812,1,0.258,0.139,4.74e-06,0.0869,0.751,124.35,audio_features,1D8YZOjcSuoldywLiD07Rx,spotify:track:1D8YZOjcSuoldywLiD07Rx,https://api.spotify.com/v1/tracks/1D8YZOjcSuoldywLiD07Rx,https://api.spotify.com/v1/audio-analysis/1D8YZOjcSuoldywLiD07Rx,163533,4,Buffalo Soldier - Edit Version,0
0.668,0.271,9,-10.321,1,0.0378,0.5,2.49e-06,0.232,0.694,119.08,audio_features,2FVHVmsUOyNnhlwtFLjoMF,spotify:track:2FVHVmsUOyNnhlwtFLjoMF,https://api.spotify.com/v1/tracks/2FVHVmsUOyNnhlwtFLjoMF,https://api.spotify.com/v1/audio-analysis/2FVHVmsUOyNnhlwtFLjoMF,174800,4,Stand by Me,41
0.575,0.545,0,-6.177,1,0.0341,0.547,0.0,0.116,0.676,104.664,audio_features,0651FOAfvX33QIjpYL4F95,spotify:track:0651FOAfvX33QIjpYL4F95,https://api.spotify.com/v1/tracks/0651FOAfvX33QIjpYL4F95,https://api.spotify.com/v1/audio-analysis/0651FOAfvX33QIjpYL4F95,163000,4,My Girl,0
0.559,0.363,9,-13.813,1,0.0359,0.639,0.012,0.183,0.506,135.066,audio_features,2sfY3ZeJzdXllp3waNyxvP,spotify:track:2sfY3ZeJzdXllp3waNyxvP,https://api.spotify.com/v1/tracks/2sfY3ZeJzdXllp3waNyxvP,https://api.spotify.com/v1/audio-analysis/2sfY3ZeJzdXllp3waNyxvP,211000,4,I Say A Little Prayer,0
0.701,0.79,9,-6.16,1,0.0725,0.301,6.06e-05,0.179,0.421,99.104,audio_features,5y0YreEOnQiKFAnCrcFIXz,spotify:track:5y0YreEOnQiKFAnCrcFIXz,https://api.spotify.com/v1/tracks/5y0YreEOnQiKFAnCrcFIXz,https://api.spotify.com/v1/audio-analysis/5y0YreEOnQiKFAnCrcFIXz,236547,4,(Just Like) Starting Over - Remastered 2010,62
0.637,0.788,1,-4.737,0,0.0228,0.0476,1.17e-05,0.232,0.79,100.77,audio_features,4t3DXBZykYLbDwlLqzgz5W,spotify:track:4t3DXBZykYLbDwlLqzgz5W,https://api.spotify.com/v1/tracks/4t3DXBZykYLbDwlLqzgz5W,https://api.spotify.com/v1/audio-analysis/4t3DXBZykYLbDwlLqzgz5W,254720,4,Heartbreaker,0
0.805,0.602,0,-9.7,0,0.0579,0.119,0.000122,0.0581,0.744,94.382,audio_features,3VZmChrnVW8JK6ano4gSED,spotify:track:3VZmChrnVW8JK6ano4gSED,https://api.spotify.com/v1/tracks/3VZmChrnVW8JK6ano4gSED,https://api.spotify.com/v1/audio-analysis/3VZmChrnVW8JK6ano4gSED,238600,4,Sexual Healing,76
0.613,0.72,0,-7.957,1,0.0425,0.0132,0.0,0.104,0.561,117.341,audio_features,3TW48DvQ7ChwY1Yy1tkMaP,spotify:track:3TW48DvQ7ChwY1Yy1tkMaP,https://api.spotify.com/v1/tracks/3TW48DvQ7ChwY1Yy1tkMaP,https://api.spotify.com/v1/audio-analysis/3TW48DvQ7ChwY1Yy1tkMaP,265867,4,Runaway Train (2022 Remaster),74
0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986,audio_features,0KQx6HOpJueiSkztcS0r7D,spotify:track:0KQx6HOpJueiSkztcS0r7D,https://api.spotify.com/v1/tracks/0KQx6HOpJueiSkztcS0r7D,https://api.spotify.com/v1/audio-analysis/0KQx6HOpJueiSkztcS0r7D,210200,3,Fallin',77
